cell_id,elevation,slope,population,rainfall,poverty_rate,vulnerable_pop_ratio,dist_road_m,dist_health_m,geometry_wkt
WAY_HEX_0010,750.0,9.308838784227856,0,352.6,0.2,0.25,3979.3,4361.9,"MULTIPOLYGON (((76.063934 11.51744, 76.068476 11.517423, 76.067583 11.517101, 76.067298 11.515583, 76.066234 11.514528, 76.064853 11.513338, 76.063633 11.511471, 76.063072 11.510456, 76.061458 11.510288, 76.059267 11.509535, 76.063934 11.51744)))"
WAY_HEX_0011,750.0,7.165034724145612,874,365.9,0.22,0.29,108.0,2802.5,"MULTIPOLYGON (((76.014457 11.527013, 76.02546 11.526975, 76.030927 11.517558, 76.028634 11.513674, 76.027873 11.514194, 76.025421 11.514605, 76.02447 11.514565, 76.023553 11.514526, 76.021001 11.514215, 76.018771 11.514721, 76.01822 11.516406, 76.018142 11.516487, 76.016883 11.517797, 76.015621 11.518464, 76.014618 11.518994, 76.014192 11.521355, 76.012413 11.522308, 76.01171 11.522359, 76.014457 11.527013)))"
WAY_HEX_0012,750.0,9.057900244609842,0,331.7,0.14,0.23,2832.6,3301.1,"MULTIPOLYGON (((76.047396 11.508103, 76.041929 11.517519, 76.047465 11.526896, 76.058468 11.526857, 76.063934 11.51744, 76.059267 11.509535, 76.059086 11.509473, 76.057625 11.509192, 76.056501 11.508242, 76.056468 11.50807, 76.047396 11.508103)))"
WAY_HEX_0013,750.0,7.020737026077001,280,375.8,0.29,0.19,918.7,1678.2,"MULTIPOLYGON (((76.041929 11.517519, 76.030927 11.517558, 76.02546 11.526975, 76.030995 11.536352, 76.041998 11.536313, 76.047465 11.526896, 76.041929 11.517519)))"
WAY_HEX_0014,750.0,7.752860556473115,280,362.4,0.42,0.23,3468.3,3969.6,"MULTIPOLYGON (((76.063934 11.51744, 76.058468 11.526857, 76.064005 11.536233, 76.075008 11.536193, 76.080473 11.526776, 76.078194 11.522916, 76.077141 11.524172, 76.076098 11.524959, 76.075604 11.524901, 76.075147 11.524121, 76.074218 11.523342, 76.072608 11.522078, 76.07226 11.520428, 76.071392 11.518051, 76.069331 11.517731, 76.068476 11.517423, 76.063934 11.51744)))"
WAY_HEX_0015,750.0,9.714237171533725,668,379.2,0.21,0.33,719.3,1797.7,"MULTIPOLYGON (((76.02546 11.526975, 76.014457 11.527013, 76.008989 11.53643, 76.014524 11.545807, 76.025528 11.545769, 76.030995 11.536352, 76.02546 11.526975)))"
WAY_HEX_0016,750.0,6.3804995907900794,0,378.0,0.44,0.29,1526.6,1996.0,"MULTIPOLYGON (((76.058468 11.526857, 76.047465 11.526896, 76.041998 11.536313, 76.047535 11.54569, 76.058538 11.54565, 76.064005 11.536233, 76.058468 11.526857)))"
WAY_HEX_0017,750.0,11.331538157401244,0,388.9,0.32,0.21,1874.8,2298.4,"MULTIPOLYGON (((75.997985 11.536468, 76.008989 11.53643, 76.014457 11.527013, 76.01171 11.522359, 76.011214 11.522395, 76.01095 11.522415, 76.0101 11.52248, 76.007062 11.522601, 76.004408 11.523816, 76.002874 11.525561, 75.999519 11.527337, 75.999266 11.528522, 75.998969 11.529956, 75.997678 11.532653, 75.996807 11.534471, 75.997985 11.536468)))"
WAY_HEX_0018,750.0,9.983370576180242,0,400.3,0.23,0.32,4000.5,1801.1,"MULTIPOLYGON (((75.981513 11.545921, 75.992517 11.545883, 75.997985 11.536468, 75.996807 11.534471, 75.996164 11.535815, 75.994539 11.536794, 75.992559 11.536433, 75.990458 11.537599, 75.988304 11.539013, 75.985222 11.540585, 75.981124 11.540593, 75.979856 11.541604, 75.97925 11.542086, 75.981513 11.545921)))"
WAY_HEX_0019,750.0,5.80903926212571,0,313.0,0.38,0.37,3241.4,5901.6,"MULTIPOLYGON (((76.107869 11.498482, 76.096868 11.498524, 76.091403 11.507941, 76.096941 11.517317, 76.107943 11.517275, 76.113407 11.507858, 76.107869 11.498482)))"
WAY_HEX_0020,750.0,9.125452304129864,1076,339.2,0.27,0.19,1584.0,4195.1,"MULTIPOLYGON (((76.124409 11.507815, 76.113407 11.507858, 76.107943 11.517275, 76.113481 11.526651, 76.124483 11.526609, 76.129947 11.517191, 76.124409 11.507815)))"
WAY_HEX_0021,750.0,8.764280320287357,150,332.0,0.26,0.19,3804.9,5989.5,"MULTIPOLYGON (((76.080473 11.526776, 76.091476 11.526734, 76.096941 11.517317, 76.091403 11.507941, 76.088914 11.50795, 76.088928 11.508669, 76.089592 11.51123, 76.08964 11.512272, 76.088528 11.513464, 76.086186 11.51428, 76.085844 11.513918, 76.083568 11.514358, 76.082342 11.515222, 76.082128 11.517163, 76.081263 11.519254, 76.078194 11.522916, 76.080473 11.526776)))"
WAY_HEX_0022,750.0,10.052222460338896,0,373.8,0.44,0.31,2048.1,4268.7,"MULTIPOLYGON (((76.107943 11.517275, 76.096941 11.517317, 76.091476 11.526734, 76.097014 11.536111, 76.108017 11.536069, 76.113481 11.526651, 76.107943 11.517275)))"
WAY_HEX_0023,750.0,11.21179748540527,0,343.4,0.24,0.26,3398.8,5035.3,"MULTIPOLYGON (((76.091476 11.526734, 76.080473 11.526776, 76.075008 11.536193, 76.080545 11.545569, 76.091548 11.545528, 76.097014 11.536111, 76.091476 11.526734)))"
WAY_HEX_0024,750.0,9.345209745104853,1940,313.3,0.13,0.35,159.0,2304.6,"MULTIPOLYGON (((76.124483 11.526609, 76.113481 11.526651, 76.108017 11.536069, 76.113555 11.545444, 76.124558 11.545402, 76.130022 11.535984, 76.124483 11.526609)))"
WAY_HEX_0025,750.0,10.234265177142804,0,321.7,0.38,0.35,1688.6,3202.3,"MULTIPOLYGON (((76.108017 11.536069, 76.097014 11.536111, 76.091548 11.545528, 76.097087 11.554904, 76.10809 11.554862, 76.113555 11.545444, 76.108017 11.536069)))"
WAY_HEX_0026,750.0,11.444798618602576,465,308.4,0.29,0.35,848.7,1289.9,"MULTIPOLYGON (((76.124558 11.545402, 76.113555 11.545444, 76.10809 11.554862, 76.113629 11.564238, 76.124633 11.564195, 76.130097 11.554777, 76.124558 11.545402)))"
WAY_HEX_0027,750.0,10.955311485127693,0,329.7,0.25,0.18,1777.0,3403.8,"MULTIPOLYGON (((76.091548 11.545528, 76.080545 11.545569, 76.075079 11.554986, 76.080617 11.564363, 76.091621 11.564321, 76.097087 11.554904, 76.091548 11.545528)))"
WAY_HEX_0028,750.0,5.822576726368166,0,325.2,0.21,0.34,830.1,1435.4,"MULTIPOLYGON (((76.10809 11.554862, 76.097087 11.554904, 76.091621 11.564321, 76.09716 11.573697, 76.108164 11.573655, 76.113629 11.564238, 76.10809 11.554862)))"
WAY_HEX_0029,750.0,6.356141391150235,0,401.0,0.39,0.37,5141.7,3017.9,"MULTIPOLYGON (((75.976044 11.555337, 75.981513 11.545921, 75.97925 11.542086, 75.979175 11.542147, 75.976936 11.543932, 75.976706 11.544157, 75.975025 11.54581, 75.974487 11.546339, 75.973785 11.547181, 75.972936 11.54826, 75.971256 11.55072, 75.968792 11.552757, 75.966148 11.55537, 75.976044 11.555337)))"
WAY_HEX_0030,750.0,9.134370538860638,0,373.1,0.17,0.35,2650.4,521.8,"MULTIPOLYGON (((76.008989 11.53643, 75.997985 11.536468, 75.992517 11.545883, 75.998052 11.555262, 76.009056 11.555224, 76.014524 11.545807, 76.008989 11.53643)))"
WAY_HEX_0031,750.0,11.486926044098563,0,381.6,0.39,0.23,3717.5,1794.6,"MULTIPOLYGON (((75.992517 11.545883, 75.981513 11.545921, 75.976044 11.555337, 75.981579 11.564715, 75.992583 11.564678, 75.998052 11.555262, 75.992517 11.545883)))"
WAY_HEX_0032,750.0,7.578710343120471,0,413.5,0.26,0.24,6312.9,4698.1,"MULTIPOLYGON (((75.95957 11.564789, 75.964257 11.556721, 75.961613 11.558105, 75.958763 11.559511, 75.958756 11.559817, 75.959052 11.560434, 75.959419 11.561515, 75.959305 11.563351, 75.959221 11.563809, 75.959122 11.564726, 75.959107 11.56479, 75.95957 11.564789)))"
WAY_HEX_0033,750.0,8.811445124217945,0,394.1,0.25,0.27,5202.1,3843.9,"MULTIPOLYGON (((75.95957 11.564789, 75.965104 11.574168, 75.976109 11.574131, 75.981579 11.564715, 75.976044 11.555337, 75.966148 11.55537, 75.966082 11.555435, 75.965277 11.556011, 75.964292 11.556702, 75.964257 11.556721, 75.95957 11.564789)))"
WAY_HEX_0034,750.0,5.610810076481892,280,381.9,0.24,0.36,1659.5,1534.6,"MULTIPOLYGON (((76.009056 11.555224, 75.998052 11.555262, 75.992583 11.564678, 75.998119 11.574056, 76.009123 11.574018, 76.014592 11.564601, 76.009056 11.555224)))"
WAY_HEX_0035,750.0,8.982479457752303,0,406.7,0.43,0.27,3410.1,3097.2,"MULTIPOLYGON (((75.992583 11.564678, 75.981579 11.564715, 75.976109 11.574131, 75.981644 11.583509, 75.992649 11.583472, 75.998119 11.574056, 75.992583 11.564678)))"
WAY_HEX_0036,750.0,6.142739684996327,150,430.6,0.15,0.32,6366.1,5673.7,"MULTIPOLYGON (((75.948628 11.583619, 75.959634 11.583583, 75.965104 11.574168, 75.95957 11.564789, 75.959107 11.56479, 75.958864 11.565862, 75.958923 11.56679, 75.958687 11.567397, 75.958282 11.56785, 75.957657 11.568297, 75.957573 11.568603, 75.958023 11.569377, 75.95816 11.570299, 75.958061 11.57091, 75.957817 11.571518, 75.957268 11.572349, 75.958112 11.573354, 75.958168 11.573668, 75.958237 11.574206, 75.958138 11.574817, 75.957748 11.575346, 75.957115 11.575793, 75.956413 11.576088, 75.955711 11.576304, 75.955315 11.576834, 75.95507 11.57744, 75.95459 11.578045, 75.954058 11.57882, 75.953851 11.57904, 75.953654 11.57932, 75.953171 11.579846, 75.952682 11.580309, 75.951904 11.580852, 75.95089 11.581042, 75.950279 11.5808, 75.948112 11.580302, 75.947425 11.579907, 75.947197 11.579979, 75.946791 11.580505, 75.948628 11.583619)))"
WAY_HEX_0037,750.0,7.288068224146071,150,376.3,0.21,0.22,1538.4,1131.0,"MULTIPOLYGON (((76.009123 11.574018, 75.998119 11.574056, 75.992649 11.583472, 75.998185 11.59285, 76.009191 11.592811, 76.01466 11.583395, 76.009123 11.574018)))"
WAY_HEX_0038,750.0,10.430688329237675,0,389.6,0.14,0.37,4805.9,4729.0,"MULTIPOLYGON (((75.976109 11.574131, 75.965104 11.574168, 75.959634 11.583583, 75.965169 11.592962, 75.976174 11.592925, 75.981644 11.583509, 75.976109 11.574131)))"
WAY_HEX_0039,750.0,9.001520086176152,1099,366.1,0.27,0.26,145.3,383.9,"MULTIPOLYGON (((76.041998 11.536313, 76.030995 11.536352, 76.025528 11.545769, 76.031064 11.555146, 76.042068 11.555107, 76.047535 11.54569, 76.041998 11.536313)))"
WAY_HEX_0040,750.0,9.312796487462276,0,340.9,0.28,0.32,2817.9,3145.9,"MULTIPOLYGON (((76.075008 11.536193, 76.064005 11.536233, 76.058538 11.54565, 76.064075 11.555027, 76.075079 11.554986, 76.080545 11.545569, 76.075008 11.536193)))"
WAY_HEX_0041,750.0,7.117753738104724,0,372.5,0.22,0.18,1433.4,994.8,"MULTIPOLYGON (((76.025528 11.545769, 76.014524 11.545807, 76.009056 11.555224, 76.014592 11.564601, 76.025596 11.564563, 76.031064 11.555146, 76.025528 11.545769)))"
WAY_HEX_0042,750.0,7.975476619495299,0,347.8,0.24,0.22,1357.2,1362.9,"MULTIPOLYGON (((76.058538 11.54565, 76.047535 11.54569, 76.042068 11.555107, 76.047605 11.564484, 76.058609 11.564444, 76.064075 11.555027, 76.058538 11.54565)))"
WAY_HEX_0043,750.0,9.513527823809957,0,353.4,0.26,0.34,910.8,1644.9,"MULTIPOLYGON (((76.075079 11.554986, 76.064075 11.555027, 76.058609 11.564444, 76.064146 11.573821, 76.075151 11.57378, 76.080617 11.564363, 76.075079 11.554986)))"
WAY_HEX_0044,750.0,6.968530450555643,817,375.3,0.39,0.25,349.1,1260.1,"MULTIPOLYGON (((76.042068 11.555107, 76.031064 11.555146, 76.025596 11.564563, 76.031133 11.57394, 76.042137 11.573901, 76.047605 11.564484, 76.042068 11.555107)))"
WAY_HEX_0045,750.0,10.976199195665416,969,355.7,0.21,0.34,72.1,576.8,"MULTIPOLYGON (((76.058609 11.564444, 76.047605 11.564484, 76.042137 11.573901, 76.047675 11.583278, 76.058679 11.583238, 76.064146 11.573821, 76.058609 11.564444)))"
WAY_HEX_0046,750.0,6.44503767277326,0,370.1,0.42,0.26,123.9,1207.5,"MULTIPOLYGON (((76.025596 11.564563, 76.014592 11.564601, 76.009123 11.574018, 76.01466 11.583395, 76.025665 11.583356, 76.031133 11.57394, 76.025596 11.564563)))"
WAY_HEX_0047,750.0,8.396157916808558,0,349.8,0.18,0.3,1045.2,1675.6,"MULTIPOLYGON (((76.042137 11.573901, 76.031133 11.57394, 76.025665 11.583356, 76.031202 11.592734, 76.042207 11.592694, 76.047675 11.583278, 76.042137 11.573901)))"
WAY_HEX_0048,750.0,10.422167996710112,0,357.3,0.13,0.18,1457.8,2101.0,"MULTIPOLYGON (((76.058679 11.583238, 76.047675 11.583278, 76.042207 11.592694, 76.047745 11.602071, 76.05875 11.602031, 76.064218 11.592614, 76.058679 11.583238)))"
WAY_HEX_0049,750.0,9.613286631084007,0,357.4,0.38,0.22,92.6,2541.1,"MULTIPOLYGON (((76.091621 11.564321, 76.080617 11.564363, 76.075151 11.57378, 76.080689 11.583156, 76.091694 11.583115, 76.09716 11.573697, 76.091621 11.564321)))"
WAY_HEX_0050,750.0,9.606802487007345,0,324.0,0.19,0.35,12.1,1084.0,"MULTIPOLYGON (((76.124633 11.564195, 76.113629 11.564238, 76.108164 11.573655, 76.113704 11.583031, 76.124708 11.582988, 76.130173 11.57357, 76.124633 11.564195)))"
WAY_HEX_0051,750.0,9.748511308566318,0,339.7,0.17,0.2,122.1,1118.8,"MULTIPOLYGON (((76.108164 11.573655, 76.09716 11.573697, 76.091694 11.583115, 76.097233 11.592491, 76.108238 11.592449, 76.113704 11.583031, 76.108164 11.573655)))"
WAY_HEX_0052,750.0,9.944117475905092,150,324.5,0.27,0.25,368.4,1570.8,"MULTIPOLYGON (((76.075151 11.57378, 76.064146 11.573821, 76.058679 11.583238, 76.064218 11.592614, 76.075223 11.592573, 76.080689 11.583156, 76.075151 11.57378)))"
WAY_HEX_0053,750.0,9.918375142501262,0,348.8,0.26,0.24,1551.1,2164.8,"MULTIPOLYGON (((76.124708 11.582988, 76.113704 11.583031, 76.108238 11.592449, 76.113778 11.601824, 76.124783 11.601782, 76.130248 11.592364, 76.124708 11.582988)))"
WAY_HEX_0054,750.0,6.588035879238316,280,352.2,0.2,0.23,508.0,922.0,"MULTIPOLYGON (((76.091694 11.583115, 76.080689 11.583156, 76.075223 11.592573, 76.080761 11.60195, 76.091767 11.601908, 76.097233 11.592491, 76.091694 11.583115)))"
WAY_HEX_0055,750.0,6.385840766839693,0,315.6,0.31,0.2,1213.8,1926.8,"MULTIPOLYGON (((76.108238 11.592449, 76.097233 11.592491, 76.091767 11.601908, 76.097307 11.611284, 76.108312 11.611242, 76.113778 11.601824, 76.108238 11.592449)))"
WAY_HEX_0056,750.0,6.24263589648119,0,339.1,0.4,0.26,798.6,1119.6,"MULTIPOLYGON (((76.075223 11.592573, 76.064218 11.592614, 76.05875 11.602031, 76.064289 11.611408, 76.075295 11.611367, 76.080761 11.60195, 76.075223 11.592573)))"
WAY_HEX_0057,750.0,6.44764841873775,280,325.4,0.3,0.28,1654.7,2544.0,"MULTIPOLYGON (((76.124783 11.601782, 76.113778 11.601824, 76.108312 11.611242, 76.113853 11.620618, 76.124859 11.620575, 76.130324 11.611157, 76.124783 11.601782)))"
WAY_HEX_0058,750.0,9.386799947083254,875,354.0,0.17,0.27,160.4,441.7,"MULTIPOLYGON (((76.091767 11.601908, 76.080761 11.60195, 76.075295 11.611367, 76.080834 11.620743, 76.09184 11.620702, 76.097307 11.611284, 76.091767 11.601908)))"
WAY_HEX_0059,750.0,7.785734260238739,0,397.4,0.43,0.23,2738.7,3082.0,"MULTIPOLYGON (((75.992649 11.583472, 75.981644 11.583509, 75.976174 11.592925, 75.98171 11.602303, 75.992716 11.602266, 75.998185 11.59285, 75.992649 11.583472)))"
WAY_HEX_0060,750.0,6.908104126333586,0,402.5,0.24,0.31,5422.0,6598.7,"MULTIPOLYGON (((75.959634 11.583583, 75.948628 11.583619, 75.943157 11.593034, 75.948692 11.602414, 75.959698 11.602377, 75.965169 11.592962, 75.959634 11.583583)))"
WAY_HEX_0061,750.0,8.402643721760391,0,418.4,0.45,0.33,3401.7,5134.0,"MULTIPOLYGON (((75.976174 11.592925, 75.965169 11.592962, 75.959698 11.602377, 75.965233 11.611756, 75.976239 11.611719, 75.98171 11.602303, 75.976174 11.592925)))"
WAY_HEX_0062,750.0,10.674947750704028,0,370.8,0.4,0.27,680.3,2296.6,"MULTIPOLYGON (((76.009191 11.592811, 75.998185 11.59285, 75.992716 11.602266, 75.998252 11.611644, 76.009258 11.611605, 76.014727 11.602189, 76.009191 11.592811)))"
WAY_HEX_0063,750.0,10.31416270972634,0,411.2,0.44,0.35,4010.8,6345.9,"MULTIPOLYGON (((75.959698 11.602377, 75.948692 11.602414, 75.94322 11.611829, 75.948755 11.621208, 75.959762 11.621171, 75.965233 11.611756, 75.959698 11.602377)))"
WAY_HEX_0064,750.0,6.65442986964403,1032,386.5,0.28,0.27,1499.9,3501.3,"MULTIPOLYGON (((75.992716 11.602266, 75.98171 11.602303, 75.976239 11.611719, 75.981775 11.621097, 75.992782 11.62106, 75.998252 11.611644, 75.992716 11.602266)))"
WAY_HEX_0065,750.0,9.95053612501384,0,396.9,0.34,0.31,1986.1,4273.9,"MULTIPOLYGON (((75.976239 11.611719, 75.965233 11.611756, 75.959762 11.621171, 75.965298 11.63055, 75.976305 11.630513, 75.981775 11.621097, 75.976239 11.611719)))"
WAY_HEX_0066,750.0,9.956761974284412,0,373.5,0.31,0.24,69.6,1789.2,"MULTIPOLYGON (((76.009258 11.611605, 75.998252 11.611644, 75.992782 11.62106, 75.998319 11.630438, 76.009326 11.630399, 76.014795 11.620983, 76.009258 11.611605)))"
WAY_HEX_0067,750.0,7.336766580784252,150,426.0,0.38,0.27,3030.3,5276.6,"MULTIPOLYGON (((75.959762 11.621171, 75.948755 11.621208, 75.943284 11.630623, 75.948819 11.640002, 75.959826 11.639966, 75.965298 11.63055, 75.959762 11.621171)))"
WAY_HEX_0068,750.0,11.368357827555029,0,383.2,0.31,0.25,112.3,2214.1,"MULTIPOLYGON (((75.992782 11.62106, 75.981775 11.621097, 75.976305 11.630513, 75.981841 11.639891, 75.992849 11.639854, 75.998319 11.630438, 75.992782 11.62106)))"
WAY_HEX_0069,750.0,10.341352811967461,1210,371.8,0.19,0.36,142.8,584.2,"MULTIPOLYGON (((76.025665 11.583356, 76.01466 11.583395, 76.009191 11.592811, 76.014727 11.602189, 76.025733 11.60215, 76.031202 11.592734, 76.025665 11.583356)))"
WAY_HEX_0070,750.0,6.6553888341987495,0,372.7,0.38,0.2,177.6,2279.7,"MULTIPOLYGON (((76.042207 11.592694, 76.031202 11.592734, 76.025733 11.60215, 76.031271 11.611528, 76.042277 11.611488, 76.047745 11.602071, 76.042207 11.592694)))"
WAY_HEX_0071,750.0,8.978919642898328,0,361.5,0.24,0.26,361.2,2518.8,"MULTIPOLYGON (((76.025733 11.60215, 76.014727 11.602189, 76.009258 11.611605, 76.014795 11.620983, 76.025802 11.620944, 76.031271 11.611528, 76.025733 11.60215)))"
WAY_HEX_0072,750.0,6.848537754574494,461,339.5,0.34,0.33,102.7,2730.5,"MULTIPOLYGON (((76.05875 11.602031, 76.047745 11.602071, 76.042277 11.611488, 76.047815 11.620865, 76.058821 11.620825, 76.064289 11.611408, 76.05875 11.602031)))"
WAY_HEX_0073,750.0,8.189762947652227,760,368.8,0.22,0.27,263.6,1111.9,"MULTIPOLYGON (((76.042277 11.611488, 76.031271 11.611528, 76.025802 11.620944, 76.03134 11.630321, 76.042347 11.630282, 76.047815 11.620865, 76.042277 11.611488)))"
WAY_HEX_0074,750.0,6.6351352814823805,0,370.4,0.35,0.34,304.8,1416.4,"MULTIPOLYGON (((76.025802 11.620944, 76.014795 11.620983, 76.009326 11.630399, 76.014863 11.639777, 76.025871 11.639738, 76.03134 11.630321, 76.025802 11.620944)))"
WAY_HEX_0075,750.0,9.119565166767948,510,357.2,0.18,0.37,264.7,2183.6,"MULTIPOLYGON (((76.058821 11.620825, 76.047815 11.620865, 76.042347 11.630282, 76.047885 11.639659, 76.058892 11.639618, 76.06436 11.630201, 76.058821 11.620825)))"
WAY_HEX_0076,750.0,7.0159782278315515,0,358.5,0.14,0.24,481.0,872.6,"MULTIPOLYGON (((76.042347 11.630282, 76.03134 11.630321, 76.025871 11.639738, 76.031409 11.649115, 76.042416 11.649075, 76.047885 11.639659, 76.042347 11.630282)))"
WAY_HEX_0077,750.0,8.289615208916464,0,361.1,0.36,0.29,131.6,1425.4,"MULTIPOLYGON (((76.058892 11.639618, 76.047885 11.639659, 76.042416 11.649075, 76.047955 11.658452, 76.058963 11.658412, 76.064432 11.648995, 76.058892 11.639618)))"
WAY_HEX_0078,750.0,9.736311105199615,0,376.1,0.31,0.24,167.5,2010.4,"MULTIPOLYGON (((76.025871 11.639738, 76.014863 11.639777, 76.009394 11.649193, 76.014932 11.658571, 76.02594 11.658532, 76.031409 11.649115, 76.025871 11.639738)))"
WAY_HEX_0079,750.0,9.1202631065455,0,427.2,0.42,0.36,4484.9,8263.0,"MULTIPOLYGON (((75.910323 11.649524, 75.915796 11.640109, 75.910262 11.630729, 75.899696 11.630762, 75.899697 11.63091, 75.899649 11.632124, 75.899788 11.632923, 75.900019 11.635008, 75.900056 11.635828, 75.899477 11.637735, 75.898447 11.640089, 75.897996 11.641434, 75.897653 11.642401, 75.897954 11.643305, 75.899284 11.644419, 75.900056 11.645932, 75.900679 11.647277, 75.902207 11.649549, 75.910323 11.649524)))"
WAY_HEX_0080,750.0,6.353228858862309,0,415.5,0.16,0.34,2476.8,5475.6,"MULTIPOLYGON (((75.943284 11.630623, 75.932276 11.630659, 75.926804 11.640074, 75.932339 11.649453, 75.943347 11.649417, 75.948819 11.640002, 75.943284 11.630623)))"
WAY_HEX_0081,750.0,6.901904131016625,0,414.5,0.4,0.32,2547.8,6333.3,"MULTIPOLYGON (((75.926804 11.640074, 75.915796 11.640109, 75.910323 11.649524, 75.915858 11.658903, 75.926866 11.658868, 75.932339 11.649453, 75.926804 11.640074)))"
WAY_HEX_0082,750.0,7.716286045468494,280,419.5,0.42,0.32,509.1,4260.0,"MULTIPOLYGON (((75.943347 11.649417, 75.932339 11.649453, 75.926866 11.658868, 75.932402 11.668247, 75.94341 11.668211, 75.948883 11.658796, 75.943347 11.649417)))"
WAY_HEX_0083,750.0,9.009529054716339,0,433.7,0.44,0.24,3489.9,7253.6,"MULTIPOLYGON (((75.910384 11.668318, 75.915858 11.658903, 75.910323 11.649524, 75.902207 11.649549, 75.903082 11.650849, 75.90349 11.652657, 75.90349 11.654443, 75.903468 11.655851, 75.903345 11.657012, 75.904219 11.657974, 75.905485 11.660622, 75.905378 11.663185, 75.904992 11.664908, 75.904324 11.668337, 75.910384 11.668318)))"
